movie_title,reviewer,rate,review
인비테이션,김진호,1.0,보지 마세요.. 당신의 시간을 아껴 드립니다
인비테이션,라즈베리씬,4.0,미쟝센과 연출 굿
인비테이션,DC,0.5,아니 뭐가 보여야 영화지여 온통 씨꺼매서 화면 고장난줄알았네
인비테이션,헝그리맘,1.5,먼 친척은 없는 게 낫다
인비테이션,cnl,2.0,오히려 좋아
인비테이션,HAN,2.0,어디가서 드라큘라 영화라고 하지마라 ㅋ
인비테이션,조명연,2.5,"그냥 무난하고, 안이한 스토리. 그니까.. 결국 뱀**어 신부 이야기잖아.. 그 이야기가 반전처럼 다가오니까 신선함이 떨어져 버림.. 그냥 그럼 이야기가 되어버려서 흥미가 떨어진 영화."
인비테이션,투리,2.5,"뱀파이어라는 정체를 드러내기까지 지나치게 많은 시간을 흘려보내버렸고 그 과정에서 너무 어둡게 설정한 저택 내부와 배경,장황하고 뻔한 캐릭터 설정과 대사 등이 이전에 개봉한 비슷한 작품인 <겟 아웃>,<레디 오어 낫> 등과 비교했을 때 훨씬 지루한 작품이 되어버렸다. 정체가 밝혀진 후 벌어지는 살육 장면 또한 뱀파이어의 우월한 힘이나 강렬한 카리스마 등을 보여주지 못한 채 단순한 공격 몇 번에 끝나버리며 영화 끝까지 고딕 호러와 뱀파이어를 현대에 가져오려는 시도가 실패했다는 것만 보여주고 말았다."
인비테이션,아리조나거북이,1.5,"이미 관객들이 다 알고 있는 반전을 시간을 들여 빌드업 하는데, 갈등이 해소 되는 방법이 너무 전형적이고 작위적이라 아쉽다. 주요 캐릭터 간의 대사는 많은데 그 대사들이 캐릭터들의 급발진을 전혀 설명해주지 않는다. 예고편보고 기대했다가 너무 실망한 영화."
인비테이션,박인동,1.5,당하는 건 나 하나였으면 좋겠다
인비테이션,말랑,0.5,설정 자체부터 이해가 안가는 영화뭐 유전자 검사해서 육촌에 팔촌에 블라블라블라 영화보면서 뭐지?라고 생각이 드는건 주인공 자체가 뇌가 없다는것이다. 페미스러운 영화였다 쓰레기
미시즈 해리스 파리에 가다,다솜땅,4.5,"격한 감동이 물밀듯 찾아오는 그녀의 선한 영향력!절망에 빠질땐 같이 울어버렸다.. ㅠㅠ그녀의 웃음이 가장, 뿌듯한 순간!에이다같은 분이 더 많았으면 한다. 그 누구보다 다른 사람을 위한 시간 뿐이었던 그녀의 자그만 행복! 그 춤! 누구에게도 빼앗길 수 없지.. ㅎ#22.12.14 (1368)# 이런 영화 너무 사랑함 ㅠㅠ"
미시즈 해리스 파리에 가다,RAW,5.0,"일상을 황홀하게(Ravissant) 만드는 꿈이라는 이름의 물감명작은 평가하지 않습니다.우리가 영화를 보는 이유는, 우리가 꿈꾸는 영화같은 일, 영화같은 삶을 영화를 통해 경험하고 느끼기 위함이 아닐까?그동안 잊고 있던 가장 영화가 주는 원초적인 아름다움에 깊이 빠질 수 있던 행복한 두 시간이었다.알바 밥티스타 정말 엄청 매우 아름답습니다."
미시즈 해리스 파리에 가다,겨울비,2.5,친절도 좋은데 너무 판타지다
미시즈 해리스 파리에 가다,함성규,4.5,"드라마 장르라서 큰 기대는 하지 않았는데 주인공에게 주어진 어떤 ""설정""과 ""성격"" 때문에 보는 내내 지루하지 않고 몰입도 잘되고 또 엄청 재밌었다.영화 전개가 <나 홀로 집에 2> + <악마는 프라다를 입는다>를 섞은 느낌이며 그 당시 프랑스 상황을 사실적으로 나타낸 시대 배경과 크리스챤 디올을 바탕으로 한 브랜드의 역사와 사실적인 고증?까지 주인공을 엮어서 잘 표현했다.로맨스 코미디 장르라고 표기되어 있지만 사실적으로 ""웃긴""부분은 없어도 조금의 판타지적인 요소를 가미한 어른들을 위한 동화 같았던 작품. 뭐 오글거리지만 사랑스러운 영화...라는 표현도 잘 어울릴 것 같다.요 근래 세상 돌아가는 거 보고 머리가 지끈 했었는데 보고 나면 머리가 맑아지는 절대로 후회하지 않을 좋은 작품"
미시즈 해리스 파리에 가다,문창승,3.5,"도덕적 자격을 갖춘 이가 그것을 알아봐주는 세상에서 꿈을 이뤄가는, 한 편의 동화"
미시즈 해리스 파리에 가다,권성회,3.5,이동진이 개연성이 중요하지 않은 영화가 있다고 했다.순수한 꿈에 실존주의 철학을 한 숟갈 얹은 어른들을 위한 동화.마냥 유쾌하고 꾸밈없는 귀여운 영화!
미시즈 해리스 파리에 가다,은갈치,4.0,성격이 곧 운명이다인생에 두 번 없을 행운이 재차해리스 부인에게 가는 걸 보아라그렇다고이제 와서 내 성격은 고치긴 어렵다그래서 로또를 안 산다 쳇그나저나누구누구 파리에 가다라는영화 제목은 도대체 몇개?61롯씨
미시즈 해리스 파리에 가다,dinozzo,3.0,디올 찬가인데 왜 하우스 오브 구찌 생각이 나는 걸까?
미시즈 해리스 파리에 가다,조슈아,4.0,"(정작 실제 크리스티앙 디오르는 1957년에 죽었다.)영국의 해리스 부인은 처음 보았을 때 그저 운 좋은 사람인 줄 알았는데, 사실은 비굴하지 않은 선량한 사람이었어."
미시즈 해리스 파리에 가다,이용희,3.0,"좋은 사람 곁에 좋은 사람이 남는다. 보는 내내 미소가 떠나질 않는다. 좋은 사람 곁에는 좋은 사람들이 생기기 마련이고, 좋은 일을 하면 좋은 일이 따르기 마련이다. 해리스 부인은 누구보다 좋은 사람이었다. 2022년 12월 18일에 봄 "
미시즈 해리스 파리에 가다,로튼토마토,4.5,토마토지수 94%관객점수 93%
미시즈 해리스 파리에 가다,Woo,3.0,마음씨 좋은 아주머니가 겪는 판타지
미시즈 해리스 파리에 가다,joo,3.5,"친절과 상냥함, 그리고 선량한 오지랖으로 똘똘 뭉친 해리스부인의 환상같은 파리 여행기."
미시즈 해리스 파리에 가다,N/A,4.0,메마른 분들에게 추천하는 Focus Features 동화 한 편. 기대하지 않고 봤다가 마지막에 울었다. 요즘 내가 많이 힘들긴 한가보다.
미시즈 해리스 파리에 가다,김지영화,3.5,"어떻게 보면 한 편의 동화처럼 신비롭고 어떻게 보면 얼토당토 않은 어색한 서사지만, 그게 어느쪽이든 에이다가 사랑스러운 건 부정할 수 없다.청소를 하는 사람이니 청소를 한다고 말하고, 디올이 동네 아저씨를 닮았으니 닮았다고 말하고, 갖고 싶으니 갖고 싶다고 말하고, 마땅히 우스우니 웃고 슬프니 슬퍼하는 건데… 왜 이게 나에게는 이토록 어려운걸까. 에이다에게 부러움 섞인 찬사와 사랑을 보내요. 🫶🏼"
스위치,오늘은너에게로,3.0,모든 부분에서 무난함이 장점이자 단점으로 다가온다.
스위치,BIGMAC_bro,3.5,"뻔한 내용이고 <패밀리맨> 한국판 느낌인데,찰지고 재밌게 잘 만들었다.웃음을 억지로 유도하지 않는 타율 높은 유머가 빈번하고,권상우와 오정세의 캐미가 너무 찰떡.*현실세계와 연결된 유머가 꽤 좋았음 ㅋ애기들도 귀엽고 이민정도 이쁘고…개봉시기가 비슷한 <영웅> 땜에 웃음 포인트가하나 더 추가 ㅋㅋ아는 맛이지만 실패없는 떡볶이, 짜장면 느낌인데맛이 꽤 준수하다.개인적으론 권상우 필모중엔 제일 좋았음 ㅋ"
스위치,JY,2.5,패밀리맨이 생각나는 설정.성탄절 영화임이 분명한데대작들때문에 개봉시점이 밀린듯.출연도 하고 투자도 해서인지여러모로 열심히 찍은듯한 권상우배우일상연기로 계속 가야할듯정극연기는 아직도 갈길이 멀 어보임(극중 진지하게 연기해야 하는 장면에서 작중 의도대로라면 격차가 느껴질만큼 연기를 잘했어야 하는데.그게 안되네..)뜨듯한 연말느낌을 연초에 느끼고싶다면
스위치,진태,3.5,마냥 밝은 게 영 싫지 않다
스위치,성유,3.5,"기사님, 미터기 계속 올라가고 있어요.바뀌고 나서 조윤을 열렬히 지지하는 박강, 이런 사소하고 무해한 장면들이 선물 같다."
스위치,다솜땅,4.0,"따뜻하게, 기분좋은, 그리운…하지만… 진짜현실의 아무것도 변하지 않는..그런 나..영화의 이런 삶을 꿈꾸지만, 아무것도 없다는 걸 느끼는게 더 힘든 이야기. 스위치!!이런 가정이라면 한번 살아봄 직 하다..#23.2.10 (126)"
백야행 - 하얀 어둠 속을 걷다,윤제아빠,2.0,백 과 흑은 잘 다루면 가장 세련된 조합이기도 하지만 자칫 센스없는 이에 의해 잘못 다뤄지면 그 촌스러움은 치명적일 수 밖에 없다. 이 영화처럼...#촌스러운미장센에어색한구도의앵글#하나의목적지가아닌각자의목적지로#서로전혀다른길로달려가는주인공들#히가시노게이고의이무조건적사랑은#아무리이해하려해도참이해가어렵다
백야행 - 하얀 어둠 속을 걷다,민경,2.0,책이 백배 천배 낫다ㅠㅠ 흑흑
백야행 - 하얀 어둠 속을 걷다,sean park,1.0,방밖을 나가본 적 없는 시인이 자기만의 어두컴컴한 방안에서 지은 시처럼
백야행 - 하얀 어둠 속을 걷다,Jeonghee Lee,4.0,그 밤이 아무리 밝다고 한들낮이 될 순 없지 아니한가하지만 너무 밝거나 어둡거나결국 앞이 안보이기는 매한가지
백야행 - 하얀 어둠 속을 걷다,흠좀무,2.5,세 권짜리 책이 두 시간짜리 영화로. 자세한 설명은 생략한다.
백야행 - 하얀 어둠 속을 걷다,엄혜림,4.0,스릴러라고 하기엔 너무 절절하고 가엾은 한 남자의 사랑이야기
백야행 - 하얀 어둠 속을 걷다,이동진 평론가,2.5,자극적 요소만 모아놓으니 오히려 심드렁해지는 역설.
백야행 - 하얀 어둠 속을 걷다,선우,2.5,영화를 보면서 다음 내용이 어떻게 전개될지 전혀 궁금하지가 않다
백야행 - 하얀 어둠 속을 걷다,강중경,1.5,"태양이 가장 높이 뜰때 그림자는 사라지는거야.그런데 감독님~왜 재미도 사라지는 거죠?(궁금)다작왕 히가시노 게이고의 원작을 읽기 전에 봤는데, 책을 먼저 볼 걸 하는 후회가...두꺼운 두권짜리 책인데...당분간 손이 잘 가지 않을 것 같다.내가 본 손예진 연기 중에 최악이었다.믿고 거르는 삼대장 배우 고수는 이번에도 역시!!!"
백야행 - 하얀 어둠 속을 걷다,훈민최,4.0,반대로 세 권짜리 책을 표현 할 시간이 두시간 밖에 없었음에도 이 정도면 원작의 분위기정도를 어느정도는 잘 표현한거 같다 손예진 고수 존예..
백야행 - 하얀 어둠 속을 걷다,Gayeong Kim,3.5,제목만큼 감성적이고 야릇하고 모호한 분위기. 잡힐듯 잡히지 않는 어떤 행복.ㅠㅠ 고수의 재발견...얼굴만 잘생긴게 아니었구나. 상처받은 소년에서 짐승같은 광기까지 확인 가능하다.
백야행 - 하얀 어둠 속을 걷다,주명이:),3.0,미호가 미워야 하는데 손예진이 너무 예뻐서... 미워할수가없었음.19.04.30 수정
백야행 - 하얀 어둠 속을 걷다,메이,5.0,태양이 높이 뜨면 그림자는 사라지는 법이지...
백야행 - 하얀 어둠 속을 걷다,장승하,3.0,백은 흑을 품고있고 흑은 백을 품고있었다 백은 높은 태양이 되려하고 흑은 그 태양아래서 걷고싶었지만 백이 높은 태양이 되자 흑은 그림자가 되어 사라져갔다
백야행 - 하얀 어둠 속을 걷다,지용,2.0,히가시노 게이고의 감성을 담기엔 벅찬 그릇
코드 8,다솜땅,3.0,"더 강렬한 작품들을 많이 봐서 그런지, SF라는 것이 깊게 다가오지는 않았다.다만, 인간으로서 살아가는 것들에의 부족들이 보였다. 발전한 세상이지만 여전히 암은 무서운 죽음으로 가는길이었고, 범죄는 더 대담해졌으며 세상은 여전히 경제력이 부족한 사람에게 가혹한 세상이었다.#19.12.21 (1904)"
코드 8,Jay Oh,2.0,결국 초능력과 디스토피아 소재로 어디서 이미 먹어본 듯한 식상한 맛만 재현해낸다.Flimsy justification for a psychic dystopia.
코드 8,박준영 (영화 담다),2.0,"특수 인간을 통해 여러가지 메시지를 전달하고 있었고, 이에 상당 부분 공감할 수 있었지만 영화적 재미는 글쎄.....어정쩡한 SF영화를 보는 느낌에 장르적 쾌감도 전달되지 않았다. 긴장감이 전달되어야 할 장면들에서 긴장이 느껴지지 않았고, 전체적으로 밋밋한 느낌."
코드 8,나쁜피,1.0,좋아하는 배우(애로우)도 나왔는데심지어 어제 봤는데기억이 전혀 안나네~2020-04-15 넷플릭스
코드 8,너른벌  김기철,3.0,093.  2020.  05.  02.  토..뭔가 계속 아쉽다.뭔가 들어가야할 양념이 빠진 요리같은 느낌.더구나 그 요리는 어디서 많이 보던 요리인데.그런면에서 아쉬움이 있는 영화네..넷플릭스로 봄
코드 8,강중경,4.0,"""사람은 삶이 너무 버거워지면 반격을 시작하지.""차별이 허용되지 말아야하는 이유 중에 하나.제작비가 살짝 모자라보이긴 하지만, 매력적인 세계관을 보여주고 그것에 몰입하기에는 충분하다.아는 배우가 분노의 질주 시리즈에 나오던 '성강'밖에 없는 게 좀 아쉬움."
코드 8,미지의세계,2.0,치유사역의 여배우는 꼭 그 여배우였어야만 했었나 ...많이 아쉽다 ..
코드 8,크리스 X 엔터테인먼트,2.5,2016년 단편영화가 드디어 장편으로 나왔다. 역시 억압받는 돌연변이라는 소재는 엑스맨의 영향권에서 벗어날수가 없다고 보는데 좋은 설정을 가지고도 스토리가 너무 평이하고 임팩트있는 장면이 별로 없어서 아쉽다. 비슷한 소재로 작년에 나온 '프릭스'가 더 암울하고 리얼한 분위기를 '코드 8'보다 더 잘 살렸던거 같다.
코드 8,이대해,3.0,"서양이야기의 한 특징? 힘은 결핍이 기본 구조이다. 초능력자인 남주의 위크포인트는 큰 병을 앓고 있는 어머니다. 결핍과 초능력, 이건 영웅 아킬레스를 비롯한 많은 구조다. 그 결핍이 그를 궁지로 내몰고 독자나 관객은 그걸 지켜본다. 댓가 없는 능력은 없다..2020. 03.08"
코드 8,뚱이에요,1.5,"20.04.12엉성한 빌드업, 캐릭터 그리고 스토리텔링.엑스맨이 있음에도 굳이?외전격 단편으로 제작되면 또 모를까."
코드 8,DK,2.5,"[20.04.11. 등록 / Netflix]어느 방향으로도 가지 못한 킬링타임용,- 19.12.13. 캐나다 개봉 - 2016년 단편영화를 확장한 작품"
코드 8,영화는 나의 힘,3.0,MCU시대에 나오긴 시시한 느낌을 지울 수 없다.
코드 8,corcovado,1.0,"그러니까 어쩔 수 없이 곤경에 내몰린 자들이, 어쩔 수 없이 범죄를 저지르는 걸 구경하라고?윤리 의식 무슨 일이야? 방향성부터 잘 못 됐는데?"
코드 8,영미남(영화에 미친 남자),1.5,"(32)이런 장르에서 익히 봐왔던 이야기들의 반복.👍: 넷플에서 한국어 더빙은 좋네요,👎: 이런 장르를 많이 봐왔다면,스토리 5/20 연기 4/20 연출 6/20 재미 17/40"
코드 8,조현수,2.5,세계관 적립은 아주 좋았다.도둑이 되어 나쁜 짓을 너무나 당연하게 여기는 것이 너무 가볍자 않나 싶다.결국 흔한 약쟁이 영화로 끝나서 아쉽다.그래도 계속 보는 이끌림은 좋았다.
코드 8,종진,2.0,캐릭터도 이야기도 액션도 다 밍밍하다.이 영화에서 유일하게 좋았던 점은 성 강이 출연 한다는 것.
코드 8,J Kim,3.0,돌연변이도 인간+기계 연합은 못 당해내는군. 근데 2016년에 단편 공개 후 3년 뒤 장편 영화화할만큼은 아니었던거 같은데?!
코드 8,길베르토,2.5,재밌을거 같은거는 다 넣어서 만들어 놨지만 싱겁다. 드라마 정도 생각하면 볼 수 있을 정도
코드 8,BeBe (재미감별사),3.0,능력자들이 극빈층이 된다는 설정에 공감을 갖기는 힘들지만 (남들과 다르다고 차별받는 사람들의 고통을 비유한건가?) 적당한 미래 설정과 드라마는 재미있었음! CG 수준이 높아서 몰입이 잘 됐음 ㅋ
코드 8,이종석,3.0,특수 인간.. 진화되거나 다른 인간 들을 또 차별하고 억누르는 미래세상에 대한 신선한 아이디어. 하지만 너무 지루하다. 오히려 단편이 더 좋을듯.
코드 8,유진,2.5,"전기인간, 각종 초능력에 로봇까지 나오는데 어쩜 이래.."
극한직업,케이블,4.0,류승룡: 우리가 어떤민족 입니까?!배달의 민족 극장판
극한직업,메뚜리언,3.0,"딴 건 모르겠고, 이 영화 웃기다.오랜만에 극장에서 꽤나 웃고나왔다.코미디를 코미디답게 이것저것 곁눈질 안하고 직진하니 웃음은 보장한다. 웃으라고 만든 영화 실컷 웃었으면 만족이다. # 이과 문과 결국엔 닭집이라더니 영화도 닭이다. 치킨이 미래다.# 치킨 버리지마 이 놈의 시키들아 너희들 죄 받아# 외모비하하면 큰일남 # 이제 자동차는 버스인가"
극한직업,안지-바기,3.5,"2020/01/03 일본 개봉 イクストリーム・ジョブ 지금까지 이런 맛은 없었다이것은 갈비인가, 통닭인가 수원왕갈비통닭 본점대한민국 인천광역시 동구 창영동 금곡로 6https://goo.gl/maps/epx3XEdUiY22"
극한직업,영화보고 밥먹고 커피마시고 산책해요,4.0,"억지 감동, 신파, 교훈 따위 다 덜어내고 오직 코미디만 담백한게 담아낸 클래식. 개연성의 잣대로 딱딱하게 경직되었던, 한국영화계에 한 줄기 오아시스 같은 작품이다. 한국식 코미디 영화의 부활 신호탄!!! 👍(주둥이를 기름에 튀겨서 뽀뽀할 때 바삭하게...이런 대사는 도대체 어떻게 생각해내는거지???)"
극한직업,킴지,3.5,양념반 마약반 잠복근무 많이
극한직업,이동진 평론가,3.5,세트플레이에 능한 코미디.
헝거,백준,2.5,위플래쉬의 셰프 버전 느낌이지만리듬이 리타르단도마냥 점점 느려짐..
헝거,윤제아빠,2.0,화려한 웍질만으로 가릴 수 없는수많은 빈틈들...#빈틈메울생각은안하고#쓸데없는잡소리만잔뜩#주인공은참매력있는데
헝거,P1,3.5,성공이란 무엇인가공허한 허기먹어도먹어도 끝이 없는 허기난 배가 덜 고픈갑다..
헝거,크리스 X 엔터테인먼트,2.5,말하고자 하는 주제를 위해 '요리'를 소재로 썼는데 극중에서 파인 다이닝 (fine dining)을 소비하는 부류를 너무 1차원적으로만 묘사를 해놨다.
헝거,sean park,1.0,이런 영화들로 썪히기엔 너무 좋은 여배우
헝거,천천히 걷는 사람,3.5,태국에서 펼치는 두 요리사 오이와 폴의 대결눈과 소리로 즐길 수 있는 요리가 많아 좋았다.
헝거,찐뷰,2.5,중반까지는 봐왔던 태국영화 중에선 원탑이였다선명한 주제의식과 긴장감하지만 후반부터는 스타일을 제외한 모든게흐리멍텅 해진다마무리가 이렇게 중요한거다
헝거,김상만,3.0,특별한 캐비어냐 뜨끈한 국밥한그릇이냐 그것이 문제로다.
헝거,이진훈,4.0,살기위해 먹는건 음식이고.. 먹기위해 사는건 요리라 했던가..그러나 물욕이 먹는건 음식도 요리도 아닌 ..과시일 뿐..
헝거,staymil,4.0,살기위해 먹는가맛을위해 먹는가돈을 쓰기위해 먹는가모두가 가지고 있는 맛과 허영에 대한 열망
헝거,johnpaulmacqueen,1.5,별거 아닌 선물을 뭔가 있는 것처럼 포장하려는데 그 포장지마져 찢어진 느낌. 여주 원래 연기 잘하는디 이상하게 인물이 납작하다.
헝거,SeongMoLee,2.5,다른건 모르겠고 '배드 지니어스' 때부터 느꼈던건데 [무슨 수를 써서라도 내가 원하는걸 반드시 가지겠다]는 눈빛 하나는 이 여배우가 최고다.
헝거,J Kim,보는중,"특별한 사람이 된다는 것,,"
헝거,장호준,3.5,"요리를 소재로 계급 사회에 대한 통찰을 담고 있는 계급 드라마다. 멜러적 설정을 이용하거나 결말부에서의 깊이감을 [기생충] 정도로 주욱 밀고 나갔으면 어떨까라는 생각을 해보지만, ’허기(Hunger)’를 ’욕망‘의 구체적 표현으로 시각화해서 긴장감을 자아내는 연출은 대단히 탁월하다. 특히 전반부의 ’폭군 셰프‘ 폴의 팀에 들어간 주인공 오이가 적응하는 과정에 대한 묘사는 [위플래쉬]를 연상시키는 긴장감을 조성한다.  하지만 이 영화는 극심한 빈부차가 고착화된 태국의 ‘계급 사회’에 관한 비판적 시각이 주 테마에 가깝다. 기본적으로 폴은 ‘계급 상승의 욕망’을 표상하는 인물이다. 그는 더 이상 배고프지 않은 자들에게 ‘음식’이란 ‘욕망’의 대상이라는 점을 잘 알고 있다. 오이가 초반부에 폴의 팀에 합류하게 된 계기를 설명하며 ‘특별해지고 싶어서’라고 말할 때, 영화 속에서 시종일관 위악적인 폴은 유일하게 희미한 미소를 띄운다.다만 오이에게는 거리의 싸구려 요리들(하지만 맛집이 참 많기도 한…)을 만드는 가게를 운영하는 가족과 남사친이 있다. 그건 곧 오이의 정체성을 의미하는 것이다. 반면 ‘허기’에 이미 잠식되어버린 폴에게 가족은 없다. 팀원들에게도 가혹하기만 한 폴이 입원을 해도 아무도 찾지 않지만, 오이는 가족만의 스페셜 요리(징징이 국수?)를 제공하지만, 폴은 ‘(가족의) 사랑이 담긴 요리따위란 없다‘라고 단언한다.기본적으로 [헝거]는 요리 소재의 직업 드라마지만, 폴이 제공한 음식들을 탐욕스럽게 먹는 부자들을 천천히 포착한 시퀀스들 심지어 마지막 장면에서는 그리스,로마 신회 속 신들로 변신한 가장무도회의 하이쏘(상류사회 인물들)에게 ‘제물’이라고 바치는 퍼포먼스까지 선보이는데, 게걸스럽게 먹어치우는 이들의 모습은 자본주의적 욕망을 갈구하는 사회귀족들 그리고 그들에게 기생하는 파인 다이닝에 대한 노골적이거나 은근한 비판이 시각화되었다고 할 수 있다.기본적으로 ’웍‘은 불맛을 기본으로 하는 태국 로컬 요리의 기본을 담아내는 도구이고, 오이가 이 ’웍‘을 주무기로 요리를 한다는 점과 ‘불’이 그를 상징한다는 점도 오이가 자신의 정체성을 여전히 유지하고 있다는 점의 시각화라고 할 수 있겠다. (그래서 오이는 자꾸 ‘스테이크’에 도전하고 계속 실패한다)그래서 다소 상투적으로 보이는 집으로의 귀환이지만, 오이가 ‘자신이 있을 곳이 이 곳’이라고 강조하는 지점은 이 영화가 단순한 귀향을 넘어서 ‘같이 나아감’을 강조하는 것 같아 꽤 기분 좋은 결말이기도 했다.다소 뜬금 없어 보이는 중반부 야생사 사냥 및 조리 묘사는 태국의 초희귀종 ‘코뿔새 사냥‘을 그리고 있는데, 상식적으로 금기시 된 행위이며, 이를 자행하는 자를 군부 실세로 그리고 있어 ’무소불위의 권력을 휘두르는 자와 이에 종속된 자들‘을 비판한다. 더불어 이 약점을 자신의 성공에만 이용하는 자들까지 동질의 족속임을 비난하고 있다고 볼 수 있겠다. 그래도 영화의 흐름에서 튀는 부분인 것도 사실."
헝거,TK Lee,2.5,간만에 귀신영화아닌 태국 영화도시적인 느낌의 세련된 이미지는 좋다.태국영화의 느낌적인 때깔은 뭍어 이다. 그로테스크함의 장면들?그런데 잘 모르겠다 다른 건.헝거라는 의미에서 얘기하고 싶은 감독의 주제적 메시지는? 인간의 욕망 갈망 허영 과시 속물?근데 정작 중요한건 부자들을 시기질투하는 자신의 모습에서 부자들에 대한 존중은 없다. 마치 우리 사회처럼. 부자들이 다 저러기만 할까. 빈익빈부익부 태국도 살기 녹록치 않은 가보네.결국 여주는 선택한게 flame. 어차피 한 순간인 것을. ㅎㅎ여배우가 인상적인 작품으로 기억에 남을 듯.태국 영화도 흥하길.
헝거,맨드로바,2.5,<위플래쉬>와 <라따뚜이>를 적당히 섞어보려다 어정쩡한 허기진 맛만 남겼다.
헝거,성아,3.0,특별함이 주는 쓴맛하나의 요리가 완성되기까지헝거는 한 사람이 아니다
헝거,BeBe (재미감별사),3.0,징징이 국수 먹어보고 싶다!!!
헝거,조현수,3.0,먹는 사람의 감정도 있지만만든 사람의 정성도 중요하다는 걸 볼 수 있다
헝거,김현수,3.0,먹는 사람을 모독하는 요리를 내놓는 쉐프라는 소재는 참신하다.주제의식이 분명했지만 서사는 그것의 완성에 도달하지 못하고 흘러내린다. 아쉽다.주인공은 차마 괴물이 되지 못하고 돌아선다지만 이것은 어쩐지 석연치 않고 부자연스럽다.
헝거,하빙슈,3.0,처음엔 진부했으나 흥미로웠고마지막은 조금 새로웠으나 지루했다
헝거,비밀임다,3.5,비싼요리는 역시 쇼맨십
